"R0000100","R0173600","R0214700","R0214800","R0263710","R0446810","R0702510","R0709400","R0709500","R0712100","R0712200","R0712300","R0712400","R0712500","R0833200","R0833400","R0840100","R0841010","R0854110","R0896711"
7565,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7566,10,2,1,-4,335,-4,-4,-4,-4,-4,-4,-4,-4,2,81,0,312,-4,1
7567,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7568,10,2,1,-4,-4,340,0,1,0,-4,-4,-4,-4,9,81,0,-4,340,1
7569,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7570,11,1,1,-4,-4,335,0,0,-4,-4,-4,-4,-4,8,81,1,335,-4,0
7571,14,1,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7572,11,1,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7573,14,1,2,-4,374,446,0,1,0,-4,-4,-4,-4,2,81,1,446,-4,1
7574,14,1,2,482,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7575,14,1,2,-4,267,425,0,1,1,6,350,1,3,9,81,1,425,-4,1
7576,11,1,1,365,314,502,0,1,0,-4,-4,-4,-4,11,81,1,502,350,1
7577,13,2,2,-4,335,335,1,1,0,-4,-4,-4,-4,7,81,1,335,335,0
7578,13,2,2,-4,-4,416,0,1,1,1,350,1,8,8,81,1,416,-4,1
7579,10,2,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7580,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7581,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7582,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7583,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7584,11,1,1,377,500,720,0,0,-4,-4,-4,-4,-4,3,81,1,720,-4,1
7585,14,1,2,225,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7586,14,1,2,336,375,375,0,0,-4,-4,-4,-4,-4,3,81,1,375,-4,1
7587,14,1,2,378,487,612,1,0,-4,-4,-4,-4,-4,3,81,1,612,-4,1
7588,11,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7589,11,1,1,322,425,384,0,0,-4,-4,-4,-4,-4,3,81,1,384,-4,1
7590,11,1,1,-4,395,477,1,0,-4,-4,-4,-4,-4,6,81,1,477,345,1
7591,14,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7592,11,1,1,-4,335,400,1,0,-4,-4,-4,-4,-4,12,81,1,400,-4,1
7593,11,1,1,-5,500,-4,-4,-4,-4,-4,-4,-4,-4,3,81,1,-4,-4,0
7594,11,1,1,-4,-4,439,0,0,-4,-4,-4,-4,-4,1,82,1,439,350,1
7595,14,1,2,-4,335,335,0,0,-4,-4,-4,-4,-4,2,81,1,335,-4,0
7596,11,1,1,-4,350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7597,13,2,2,325,-4,410,0,1,1,2,400,1,10,5,81,1,410,-4,0
7598,13,2,2,-4,-4,500,0,1,1,1,325,1,1,2,82,1,500,201,1
7599,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7600,13,2,2,325,330,270,0,0,-4,-4,-4,-4,-4,1,82,1,270,400,1
7601,14,1,2,477,571,706,1,1,1,3,1000000,6,1,2,81,1,706,-4,1
7602,11,1,1,-4,-4,559,0,1,0,-4,-4,-4,-4,5,81,1,559,-4,1
7603,14,1,2,-4,-4,525,0,1,1,2,525,1,10,6,81,1,525,-4,0
7604,9,3,1,350,400,333,1,0,-4,-4,-4,-4,-4,1,82,1,333,486,1
7605,12,3,2,-4,500,1500,1,0,-4,-4,-4,-4,-4,9,81,1,1500,500,1
7606,13,2,2,625,657,818,1,1,1,1,1450000,6,1,12,81,1,818,-4,1
7607,12,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7608,10,2,1,310,312,400,0,1,1,1,335,1,1,4,82,1,400,-4,1
7609,12,3,2,-4,333,380,0,1,0,-4,-4,-4,-4,3,81,1,380,-4,0
7610,9,3,1,-4,-4,275,0,1,0,-4,-4,-4,-4,1,82,1,275,325,1
7611,13,2,2,448,427,590,1,1,0,-4,-4,-4,-4,5,81,1,590,-4,1
7612,13,2,2,-4,150,100,0,0,-4,-4,-4,-4,-4,2,81,1,100,-4,1
7613,10,2,1,437,174,-4,-4,-4,-4,-4,-4,-4,-4,2,81,1,-4,-4,0
7614,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7615,13,2,2,330,310,335,0,1,0,-4,-4,-4,-4,6,81,1,335,335,0
7616,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7617,13,2,2,-4,-4,335,0,0,-4,-4,-4,-4,-4,6,81,1,335,-4,0
7618,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7619,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7620,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,6,81,0,600,-4,1
7621,10,2,1,325,350,382,0,1,0,-4,-4,-4,-4,8,81,1,382,355,1
7622,13,2,2,-4,335,335,1,1,0,-4,-4,-4,-4,7,81,1,335,335,1
7623,13,2,2,-4,-4,-4,0,1,0,-4,-4,-4,-4,8,81,1,-4,-4,1
7624,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,81,1,346,-4,0
7625,13,2,2,-4,-4,335,0,1,1,2,335,1,10,8,81,1,335,-4,1
7626,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7627,10,2,1,-4,-4,1166,0,1,0,-4,-4,-4,-4,9,81,1,1166,-4,0
7628,10,2,1,697,552,715,0,0,-4,-4,-4,-4,-4,3,81,1,715,-4,0
7629,10,2,1,525,595,1000,1,1,1,1,-4,-2,10,3,81,1,1000,-4,0
7630,13,2,2,-4,-4,365,0,1,0,-4,-4,-4,-4,9,81,1,365,-4,1
7631,9,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7632,12,3,2,-4,450,507,0,1,0,-4,-4,-4,-4,2,81,1,507,-4,1
7633,10,2,1,2000,-4,340,0,1,1,1,335,1,1,11,81,1,340,-4,0
7634,10,2,1,-4,-4,335,0,1,0,-4,-4,-4,-4,6,81,1,335,-4,0
7635,10,2,1,250,-4,340,0,1,0,-4,-4,-4,-4,3,81,1,340,-4,0
7636,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7637,10,2,1,-5,739,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7638,10,2,1,334,800,803,1,1,0,-4,-4,-4,-4,3,81,1,803,-4,1
7639,10,2,1,125,250,340,1,1,0,-4,-4,-4,-4,8,81,1,340,87,1
7640,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7641,10,2,1,220,410,375,0,1,0,-4,-4,-4,-4,11,81,1,375,-4,1
7642,13,2,2,330,625,408,0,1,0,-4,-4,-4,-4,2,81,1,408,345,-3
7643,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7644,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7645,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7646,13,2,2,260,251,335,0,1,0,-4,-4,-4,-4,3,82,1,335,344,1
7647,10,2,1,650,-4,397,0,1,0,-4,-4,-4,-4,4,81,1,397,-4,1
7648,13,2,2,387,-4,402,0,1,1,1,450,1,2,2,82,1,402,435,1
7649,13,2,2,-4,875,950,0,1,0,-4,-4,-4,-4,3,81,1,950,-4,1
7650,10,2,1,291,-4,400,0,1,0,-4,-4,-4,-4,9,81,1,400,300,1
7651,13,2,2,-4,-4,345,0,0,-4,-4,-4,-4,-4,6,81,1,345,-4,0
7652,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7653,13,2,2,318,-4,348,0,1,1,2,335,1,6,8,81,1,348,694,1
7654,10,2,1,-4,-4,255,0,1,1,2,365,1,10,9,81,1,255,265,1
7655,13,2,2,-4,355,400,0,1,0,-4,-4,-4,-4,3,81,1,400,-4,1
7656,10,2,1,-4,425,480,0,1,0,-4,-4,-4,-4,3,81,1,480,330,1
7657,13,2,2,505,551,634,0,1,0,-4,-4,-4,-4,2,81,1,634,-4,1
7658,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7659,10,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7660,13,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7661,10,2,1,335,335,335,1,0,-4,-4,-4,-4,-4,9,81,1,335,375,0
7662,13,2,2,310,-4,400,0,1,0,-4,-4,-4,-4,8,81,1,400,-4,1
7663,13,2,2,330,360,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7664,10,2,1,-4,350,335,0,1,0,-4,-4,-4,-4,8,81,1,335,-4,1
7665,13,2,2,325,420,450,1,1,0,-4,-4,-4,-4,3,81,1,450,-4,0
7666,10,2,1,1014,935,1145,1,1,1,1,750,1,1,4,81,1,1145,-4,1
7667,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7668,10,2,1,-4,-4,335,0,0,-4,-4,-4,-4,-4,11,81,1,335,-4,0
7669,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7670,13,2,2,312,347,311,0,1,1,1,335,1,2,4,81,1,311,-4,0
7671,13,2,2,-4,335,335,0,1,0,-4,-4,-4,-4,9,81,1,335,335,1
7672,13,2,2,-4,335,335,0,0,-4,-4,-4,-4,-4,2,81,1,335,-4,0
7673,13,2,2,-4,335,375,1,0,-4,-4,-4,-4,-4,2,81,1,375,-4,0
7674,10,2,1,-4,335,335,0,0,-4,-4,-4,-4,-4,6,81,1,335,-4,1
7675,10,2,1,-4,350,335,1,0,-4,-4,-4,-4,-4,2,81,1,335,1000,1
7676,10,2,1,-4,335,365,0,1,0,-4,-4,-4,-4,3,81,1,365,-4,0
7677,10,2,1,-4,350,375,0,1,0,-4,-4,-4,-4,2,82,1,375,370,1
7678,13,2,2,-4,-4,1666,0,1,1,1,345,1,2,1,82,1,1666,345,1
7679,13,2,2,-4,-4,335,0,1,0,-4,-4,-4,-4,9,81,1,335,-4,1
7680,10,2,1,-4,-5,335,0,1,0,-4,-4,-4,-4,2,82,1,335,-4,0
7681,13,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7682,13,2,2,340,375,375,0,0,-4,-4,-4,-4,-4,3,81,1,375,-4,0
7683,14,1,2,873,997,1187,1,1,0,-4,-4,-4,-4,5,81,1,1187,-4,1
7684,14,1,2,320,340,490,1,1,0,-4,-4,-4,-4,2,81,1,490,-4,1
7685,13,2,2,313,340,587,0,1,0,-4,-4,-4,-4,2,81,1,587,-4,0
7686,10,2,1,-5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7687,13,2,2,-5,363,335,0,0,-4,-4,-4,-4,-4,8,81,1,335,385,0
7688,13,2,2,294,380,387,0,1,0,-4,-4,-4,-4,12,81,1,387,350,1
7689,13,2,2,528,400,436,1,1,1,-2,-4,-2,1,3,81,1,436,-4,1
7690,10,2,1,305,360,350,0,1,0,-4,-4,-4,-4,6,81,1,350,335,0
7691,13,2,2,-4,-4,333,0,1,0,-4,-4,-4,-4,8,81,1,333,-4,1
7692,13,2,2,-4,-4,340,0,0,-4,-4,-4,-4,-4,12,81,1,340,-4,0
7693,13,2,2,-4,547,608,1,1,0,-4,-4,-4,-4,3,81,1,608,-4,0
7694,13,2,2,125,166,335,1,1,0,-4,-4,-4,-4,8,81,1,335,-4,0
7695,13,2,2,-4,-4,350,0,0,-4,-4,-4,-4,-4,3,81,1,350,-4,1
7696,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7697,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1
7698,10,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0
7699,10,2,1,-4,339,350,0,1,0,-4,-4,-4,-4,3,82,1,350,335,1
